,Bintje_1,Bintje_2,Maris_Piper,Experimental,GMO1,GMO2
18958,0,0,0,0,0,0
18959,1,1,1,1,1,1
18960,1,1,1,1,1,1
18961,1,1,1,1,1,1
18962,1,1,1,1,1,1
18963,1,1,1,1,1,1
18964,1,1,1,1,1,1
18965,1,1,1,1,1,1
18966,1,1,0,0,1,1
18967,0,1,1,1,1,1
18968,1,1,1,1,1,1
18969,0,0,1,0,1,0
18970,1,1,1,1,1,1
18971,1,1,1,1,1,1
18972,0,0,0,0,0,0
18973,1,1,1,1,1,1
18974,1,1,1,1,1,1
18975,0,1,1,1,0,0
18976,1,1,1,1,1,1
18977,1,1,1,1,1,1
18978,1,1,1,1,1,1
18979,1,1,1,1,1,1
18980,1,1,1,1,1,1
18981,1,1,1,1,1,1
18982,1,1,1,1,1,1
18983,1,1,1,1,1,1
18984,1,1,1,1,1,1
18985,1,1,1,1,1,1
18986,1,1,0,1,1,1
18987,1,1,1,1,1,1
18988,1,1,1,1,1,1
18989,1,1,1,1,1,1
18990,1,1,1,1,1,1
18991,1,1,0,0,1,1
18992,1,1,1,1,1,1
18993,1,1,1,1,1,1
18994,0,0,0,1,0,0
18995,1,1,1,1,1,1
18996,1,1,1,1,1,1
18997,0,1,1,0,1,1
18998,1,0,0,0,1,0
18999,1,1,1,1,1,1
19000,0,1,1,0,0,0
19001,1,1,1,1,1,1
19002,1,1,1,1,1,1
19003,0,0,0,0,0,0
19004,0,0,0,1,0,0
19005,0,0,0,0,0,0
19006,1,1,1,1,1,1
19007,0,0,0,1,1,1
19008,0,1,1,1,1,1
19009,0,0,0,1,1,0
19010,0,0,0,0,0,1
19011,0,0,0,1,0,0
19012,0,0,0,1,1,0
19013,0,0,0,0,0,0
19014,1,1,1,1,1,1
19015,1,1,1,1,1,1
19016,1,1,1,1,1,1
19017,0,0,0,0,0,0
19018,1,1,1,1,1,1
19019,0,0,0,1,1,1
19020,0,1,1,1,1,1
19021,0,0,0,0,1,0
19022,0,0,0,0,0,0
19023,1,1,1,1,1,1
19024,1,1,1,1,1,1
19025,0,0,0,1,0,0
19026,1,1,1,1,1,1
19027,1,1,1,1,1,1
19028,1,1,1,1,1,1
19029,1,1,1,1,1,1
19030,1,1,1,1,1,1
19031,1,1,1,1,1,1
19032,0,0,0,0,0,0
19033,1,1,1,1,1,1
19034,1,1,1,1,1,1
19035,1,1,1,1,1,1
19036,1,1,1,1,1,1
19037,0,0,0,0,0,0
19038,0,0,0,0,0,0
19039,0,0,0,0,0,0
19040,0,0,0,0,0,0
19041,1,1,1,1,1,1
19042,1,1,1,1,1,1
19043,1,1,1,1,1,1
19044,1,1,1,1,1,1
19045,0,1,0,0,0,1
19046,0,0,0,0,0,0
19047,0,0,0,0,0,0
19048,0,0,0,0,0,0
19049,0,0,0,0,0,0
19050,0,1,0,0,1,1
19051,1,1,1,1,1,1
19052,0,0,0,0,0,0
19053,0,0,0,0,0,0
19054,0,0,0,0,0,0
19055,0,0,1,1,0,0
19056,0,0,1,1,0,0
19057,0,0,0,0,0,0
19058,0,1,0,1,0,0
19059,1,1,1,1,1,1
19060,1,1,1,1,1,1
19061,1,1,1,1,1,1
19062,0,1,1,1,1,0
19063,1,1,1,1,1,1
19064,0,0,0,0,0,0
19065,0,0,0,0,0,0
19066,0,1,0,0,0,0
19067,0,1,0,1,0,0
19068,1,1,1,1,1,1
19069,1,1,1,1,1,1
19070,1,1,1,1,1,1
19071,1,1,1,1,1,1
19072,1,1,1,1,1,1
19073,0,0,0,0,0,1
19074,0,0,1,0,0,0
19075,1,1,1,1,1,1
19076,1,1,1,1,1,0
19077,0,0,0,0,1,0
19078,1,1,1,1,1,1
19079,1,1,1,1,1,1
19080,1,1,1,1,1,1
19081,0,0,0,0,0,0
19082,0,0,0,0,0,0
19083,1,1,1,1,1,1
19084,0,1,1,1,1,1
19085,1,1,1,1,1,1
19086,1,1,1,1,1,1
19087,1,1,1,1,1,1
19088,0,0,0,0,0,0
19089,1,1,1,1,1,1
19090,1,1,1,1,1,1
19091,1,1,1,1,1,1
19092,1,1,1,1,1,1
19093,0,0,0,0,0,0
19094,1,1,1,1,1,1
19095,1,0,0,1,1,1
19096,1,1,1,1,1,1
19097,0,0,0,1,1,1
19098,0,1,1,1,1,1
19099,1,1,1,1,1,1
19100,1,1,1,0,1,1
19101,0,0,0,1,1,0
19102,0,0,0,0,0,0
19103,1,1,1,1,1,1
19104,0,0,0,1,0,1
19105,1,1,1,1,1,1
19106,0,0,0,0,0,0
19107,0,0,0,1,0,1
19108,0,0,0,0,0,0
19109,0,0,0,0,0,1
19110,1,1,1,1,1,1
19111,1,1,1,1,1,1
19112,1,1,1,1,1,1
19113,0,0,0,0,0,0
19114,0,1,0,1,0,1
19115,0,0,0,0,0,0
19116,0,0,0,1,0,1
19117,0,0,0,1,0,0
19118,1,1,1,1,1,1
19119,1,0,1,0,0,1
19120,0,1,0,1,1,1
19121,0,1,0,1,1,1
19122,1,1,0,1,1,1
19123,1,1,0,1,0,1
19124,1,1,0,1,1,1
19125,1,1,1,1,1,1
19126,1,1,1,1,1,1
19127,1,1,1,1,1,1
19128,1,1,1,1,1,1
19129,1,1,1,1,1,1
19130,0,0,0,0,0,0
19131,1,1,1,1,1,0
19132,1,1,1,1,1,1
19133,1,1,1,1,1,1
19134,1,1,1,1,1,1
19135,1,1,1,1,1,1
19136,1,1,1,1,1,1
19137,1,1,1,1,1,1
19138,1,1,1,1,1,1
19139,1,1,1,1,1,1
19140,1,1,1,1,1,1
19141,1,1,1,1,1,1
19142,0,0,0,1,1,0
19143,1,1,1,1,1,1
19144,1,1,1,1,1,1
19145,1,1,1,1,1,1
19146,1,1,1,1,1,1
19147,1,1,1,1,1,1
19148,1,1,1,1,0,1
19149,0,0,0,0,0,0
19150,0,0,0,1,0,0
19151,0,0,1,0,0,0
19152,0,0,0,1,1,0
19153,1,1,1,1,0,0
19154,1,1,1,1,1,1
19155,0,0,0,0,0,0
19156,1,1,1,1,1,1
19157,1,1,0,1,1,1
19158,1,1,1,1,1,1
19159,1,1,1,1,1,1
19160,1,1,1,1,1,1
19161,1,0,0,0,0,0
19162,1,1,1,1,1,1
19163,1,1,1,0,0,1
19164,0,1,1,1,1,1
19165,1,1,1,1,1,1
19166,0,0,0,0,0,0
19167,0,0,0,0,0,0
19168,1,1,1,1,1,1
19169,1,1,1,1,1,1
19170,0,0,0,0,0,0
19171,0,1,0,1,1,0
19172,1,1,1,1,1,1
19173,1,1,1,1,1,1
19174,0,0,1,0,1,1
19175,0,1,0,0,1,1
19176,0,0,0,0,0,0
19177,0,0,0,0,0,0
19178,1,1,1,1,1,1
19179,1,1,1,1,1,1
19180,1,1,1,1,1,1
19181,1,1,1,1,1,1
19182,1,1,1,1,1,1
19183,1,1,1,1,1,1
19184,1,1,1,1,1,1
19185,1,1,1,1,1,1
19186,0,1,1,1,1,1
19187,1,1,1,1,1,1
19188,1,1,1,1,1,1
19189,1,1,1,0,1,1
19190,0,0,0,0,0,0
19191,1,1,1,1,1,1
19192,0,0,0,0,0,0
19193,0,0,0,0,0,1
19194,1,1,1,1,1,1
19195,0,1,1,1,1,1
19196,1,1,1,1,1,1
19197,1,1,1,1,1,1
19198,1,1,1,1,1,1
19199,1,1,1,1,1,1
19200,1,1,1,1,1,1
19201,1,1,1,1,1,1
19202,0,0,0,1,0,0
19203,1,1,1,1,1,1
19204,1,1,1,1,1,1
19205,1,1,1,1,1,1
19206,0,1,1,1,1,1
19207,1,1,1,1,1,1
19208,1,1,1,1,1,1
19209,0,0,0,1,1,1
19210,0,1,0,1,1,1
19211,1,1,1,1,1,1
19212,1,1,1,1,1,1
19213,1,1,1,1,1,1
19214,1,1,1,1,1,1
19215,0,1,0,0,0,1
19216,1,1,1,1,1,1
19217,1,1,1,1,1,1
19218,1,1,1,1,0,1
19219,1,1,1,1,1,1
19220,1,1,1,1,1,1
19221,0,0,0,1,1,1
19222,0,1,0,0,0,0
19223,0,0,0,1,1,0
19224,0,0,0,0,0,0
19225,0,0,0,0,0,0
19226,1,1,1,1,1,1
19227,0,0,0,0,1,0
19228,0,1,1,0,1,1
19229,0,1,1,1,1,1
19230,0,0,0,1,1,0
19231,1,1,1,1,1,1
19232,1,1,1,1,1,1
19233,0,0,0,1,0,0
19234,0,1,1,1,1,1
19235,0,1,1,1,1,1
19236,1,1,1,1,1,1
19237,0,0,0,0,0,0
19238,0,0,1,1,0,1
19239,1,1,1,1,1,1
19240,1,1,1,1,1,1
19241,1,1,1,1,1,1
19242,1,1,1,1,1,1
19243,1,1,1,1,1,1
19244,0,0,0,0,0,0
19245,1,1,1,1,1,1
19246,0,0,0,0,0,0
19247,1,1,1,1,1,1
19248,1,1,1,1,1,1
19249,0,0,0,0,0,0
19250,1,1,1,1,1,1
19251,1,1,1,1,1,1
19252,1,1,1,1,1,1
19253,0,0,0,0,0,0
19254,0,1,0,1,1,1
19255,1,1,1,1,1,1
19256,0,0,0,0,0,0
19257,1,1,1,1,1,1
19258,1,1,1,1,1,1
19259,1,1,1,1,1,1
19260,1,1,1,1,1,1
19261,0,1,1,1,1,1
19262,1,1,1,1,1,1
19263,1,1,1,1,1,1
19264,1,1,1,1,1,1
19265,0,1,1,1,1,1
19266,1,1,1,1,1,1
19267,1,1,1,1,1,1
19268,1,1,1,1,1,1
19269,1,1,1,1,1,1
19270,1,0,0,1,1,0
19271,1,1,1,1,1,1
19272,1,1,1,1,1,1
19273,1,1,1,1,1,1
19274,1,1,1,1,1,1
19275,1,1,1,1,1,1
19276,0,0,0,0,0,0
19277,0,0,0,0,1,0
19278,1,1,1,1,1,1
19279,1,1,1,1,1,1
19280,0,0,0,0,0,0
19281,1,1,1,1,1,1
19282,1,1,1,1,1,1
19283,1,1,1,1,1,1
19284,1,1,1,1,1,1
19285,1,1,1,1,1,1
19286,1,1,1,1,1,1
19287,0,1,1,1,0,1
19288,0,1,1,1,1,1
19289,1,1,1,1,1,1
19290,1,1,1,1,1,1
19291,1,1,1,1,1,1
19292,1,1,1,1,1,1
19293,0,1,1,0,1,1
19294,1,1,1,1,1,1
19295,0,0,0,0,0,0
19296,0,0,0,0,0,0
19297,1,1,1,1,1,1
19298,1,1,1,1,1,1
19299,0,0,0,0,0,0
19300,0,0,0,0,0,0
19301,1,1,1,1,1,1
19302,1,1,1,1,1,1
19303,1,1,1,1,1,1
19304,1,1,1,1,1,1
19305,1,1,1,1,1,1
19306,1,1,1,1,1,1
19307,1,1,1,1,1,1
19308,0,0,0,1,0,1
19309,0,0,0,1,0,0
19310,1,1,1,1,1,1
19311,0,1,0,1,1,1
19312,0,0,0,1,0,0
19313,1,1,1,1,1,1
19314,1,1,1,1,1,1
19315,1,1,1,1,1,1
19316,1,1,1,1,1,1
19317,0,0,0,1,0,0
19318,1,1,1,1,1,1
19319,0,0,0,1,0,1
19320,0,0,0,0,0,0
19321,0,0,0,0,0,0
19322,0,0,1,0,0,0
19323,0,1,1,1,1,1
19324,0,0,1,0,0,1
19325,0,0,0,0,0,0
19326,1,1,1,1,1,1
19327,1,0,1,1,1,1
19328,0,1,1,0,0,1
19329,0,0,1,0,0,0
19330,0,0,1,1,1,1
19331,0,0,1,1,1,1
19332,1,1,1,1,1,1
19333,1,1,1,1,1,1
19334,1,1,1,1,1,1
19335,0,0,0,0,0,0
19336,1,1,1,1,1,1
19337,1,1,1,1,1,1
19338,0,0,0,0,0,0
19339,1,1,1,1,1,1
19340,0,0,0,0,0,0
19341,1,1,1,1,1,1
19342,1,1,1,1,1,1
19343,1,1,1,1,1,1
19344,0,0,0,1,0,1
19345,1,1,1,1,1,1
19346,1,1,1,1,1,1
19347,1,1,1,1,1,1
19348,1,1,1,1,1,1
19349,0,0,0,0,0,0
19350,1,1,1,1,1,1
19351,1,1,1,1,1,1
19352,1,1,1,1,1,1
19353,1,1,1,1,1,1
19354,1,1,1,1,1,1
19355,1,1,1,1,1,1
19356,1,1,1,1,1,1
19357,1,1,1,1,1,1
19358,0,1,1,1,1,1
19359,0,1,1,1,1,1
19360,0,0,0,0,0,0
19361,0,1,1,1,1,1
19362,1,1,1,1,1,1
19363,1,1,1,1,1,1
19364,1,1,1,1,1,1
19365,0,0,0,0,0,0
19366,0,1,1,1,1,1
19367,1,1,1,1,1,1
19368,1,1,1,1,1,1
19369,1,1,1,1,1,1
19370,0,0,0,0,0,0
19371,0,0,0,0,0,0
19372,1,1,1,1,1,1
19373,1,1,1,1,1,1
19374,1,1,1,1,1,1
19375,1,1,1,1,1,1
19376,0,0,0,0,0,0
19377,0,0,0,0,1,0
19378,0,1,0,0,0,1
19379,0,1,1,0,0,0
19380,0,0,0,1,0,0
19381,1,1,1,1,0,1
19382,1,1,1,1,1,1
19383,1,1,1,1,1,1
19384,0,0,0,0,0,0
19385,1,1,1,1,1,1
19386,0,0,0,0,0,0
19387,1,1,1,1,1,1
19388,1,1,1,1,1,1
19389,0,0,0,0,0,0
19390,1,1,1,1,1,1
19391,1,1,1,1,1,1
19392,1,1,1,1,1,1
19393,0,0,0,0,0,0
19394,1,1,1,1,1,1
19395,1,1,1,1,1,1
19396,1,1,1,1,1,1
19397,0,0,0,0,0,0
19398,0,0,0,0,0,0
19399,0,1,1,1,1,1
19400,1,1,1,1,1,1
19401,1,1,1,1,1,1
19402,1,1,0,1,1,1
19403,0,0,1,1,0,0
19404,1,1,1,1,1,1
19405,1,1,1,1,1,1
19406,1,1,1,1,1,1
19407,1,1,1,1,1,1
19408,0,0,0,0,0,0
19409,1,1,1,1,1,1
19410,1,1,1,1,1,1
19411,1,1,0,1,1,1
19412,1,1,1,1,1,1
19413,1,1,1,1,1,1
19414,0,0,1,1,1,0
19415,1,1,1,1,1,1
19416,1,1,1,1,1,1
19417,1,1,1,1,1,1
19418,1,0,1,0,0,0
19419,1,1,1,1,1,1
19420,1,1,1,1,1,1
19421,1,1,1,1,1,1
19422,0,1,1,1,1,1
19423,0,0,0,0,0,0
19424,1,1,1,1,1,1
19425,0,0,0,1,0,0
19426,1,1,1,1,1,1
19427,1,1,1,1,1,1
19428,0,0,0,0,0,0
19429,1,1,1,1,1,1
19430,1,1,1,1,1,1
19431,1,1,1,1,1,1
19432,1,1,1,1,1,1
19433,0,1,0,1,0,0
19434,0,0,0,0,0,0
19435,1,1,1,1,1,1
19436,1,1,1,1,1,1
19437,1,1,1,1,1,1
19438,0,0,0,0,1,0
19439,1,1,1,1,1,1
19440,1,1,1,1,1,1
19441,0,0,0,0,0,0
19442,0,0,0,1,0,0
19443,0,0,0,0,0,0
19444,1,1,1,1,1,1
19445,1,1,1,1,1,1
19446,1,1,0,1,1,1
19447,1,1,1,1,1,1
19448,1,1,1,1,1,1
19449,1,1,1,1,1,1
19450,0,1,0,0,1,1
19451,1,1,1,1,1,1
19452,0,0,0,0,0,0
19453,0,0,0,0,0,0
19454,1,1,1,1,1,1
19455,0,1,0,1,0,1
19456,0,0,0,0,0,0
19457,1,1,1,1,1,1
19458,0,1,1,1,1,1
19459,1,1,1,1,1,1
19460,1,1,1,1,1,1
19461,0,0,0,1,0,0
19462,0,0,0,1,0,0
19463,0,0,0,0,0,0
19464,1,1,1,1,1,1
19465,1,1,1,1,1,1
19466,0,0,1,0,0,0
19467,0,0,0,0,0,0
19468,1,1,1,1,1,1
19469,0,0,0,0,0,0
19470,0,0,1,1,0,1
19471,1,1,1,1,1,1
19472,0,0,0,0,0,0
19473,0,0,0,0,0,0
19474,0,1,1,1,1,1
19475,0,0,0,0,0,1
19476,1,1,1,1,1,1
19477,1,1,1,1,1,1
19478,1,1,1,1,1,1
19479,1,1,1,1,1,1
19480,1,1,1,1,1,1
19481,1,1,1,1,1,1
19482,1,1,1,1,1,1
19483,1,1,1,1,1,1
19484,1,1,1,1,1,1
19485,1,1,1,1,1,1
19486,1,1,1,1,1,1
19487,1,1,1,1,1,1
19488,1,1,1,1,1,1
19489,1,1,1,1,1,1
19490,0,1,0,1,0,0
19491,1,1,1,1,1,1
19492,1,1,1,1,1,1
19493,0,0,1,1,0,1
19494,1,1,1,1,1,1
19495,0,0,0,0,0,0
19496,1,1,1,1,1,1
19497,1,1,1,1,1,1
19498,1,1,1,1,1,1
19499,1,1,1,1,1,1
19500,0,0,0,0,0,0
19501,0,1,1,1,1,1
19502,1,1,1,1,1,1
19503,1,1,1,1,1,1
19504,1,1,1,0,1,1
19505,0,0,0,0,0,0
19506,0,0,1,1,1,1
19507,1,1,1,1,1,1
19508,1,1,1,1,1,1
19509,1,1,1,1,1,1
19510,1,1,1,1,1,1
19511,1,1,1,1,1,1
19512,0,0,0,0,0,0
19513,0,0,0,0,0,0
19514,1,0,1,0,0,0
19515,1,1,1,1,1,1
19516,0,0,0,0,0,0
19517,1,1,1,1,1,1
19518,1,1,1,1,1,1
19519,1,1,1,1,1,1
19520,0,0,0,0,1,1
19521,1,1,0,1,0,0
19522,0,0,0,1,0,1
19523,1,1,1,1,1,1
19524,1,1,1,1,1,1
19525,1,1,1,1,1,1
19526,1,1,1,1,1,1
19527,1,1,1,1,1,1
19528,1,1,1,1,1,1
19529,1,1,1,1,1,1
19530,1,1,1,1,1,1
19531,1,1,1,1,1,1
19532,1,1,1,1,1,1
19533,1,1,0,1,1,1
19534,1,1,1,1,1,1
19535,1,1,1,1,1,1
19536,0,0,0,1,1,0
19537,0,0,0,1,0,0
19538,1,1,1,1,1,1
19539,0,1,0,0,0,1
19540,1,1,1,1,1,1
19541,1,1,1,1,1,1
19542,0,0,0,0,0,0
19543,1,1,1,1,1,1
19544,1,1,1,1,1,1
19545,0,0,0,0,0,0
19546,0,1,1,0,0,0
19547,1,1,1,1,1,1
19548,1,1,1,1,1,1
19549,1,1,1,1,1,1
19550,1,1,1,1,1,1
19551,1,1,1,1,1,1
19552,1,1,1,1,1,1
19553,1,1,1,1,1,1
19554,1,1,1,1,1,1
19555,0,0,0,0,0,0
19556,1,1,1,1,1,1
19557,0,0,0,0,0,0
19558,0,0,1,1,0,0
19559,0,1,1,1,1,1
19560,0,1,1,1,0,0
19561,0,0,0,0,0,1
19562,1,1,1,1,1,1
19563,1,1,1,1,1,1
19564,1,1,1,1,1,1
19565,1,1,1,1,1,1
19566,0,0,0,1,1,1
19567,0,0,0,1,0,0
19568,1,1,1,1,1,1
19569,1,1,1,1,1,1
19570,1,1,1,1,1,1
19571,1,1,1,1,1,1
19572,1,1,1,1,1,1
19573,1,1,1,1,1,1
19574,1,1,1,1,1,1
19575,0,0,1,1,0,1
19576,0,0,0,0,0,0
19577,1,1,1,1,1,1
19578,1,1,1,1,1,1
19579,0,1,1,1,1,1
19580,1,1,1,1,1,1
19581,1,1,1,1,1,1
19582,1,1,1,1,1,1
19583,0,0,0,0,1,0
19584,0,0,0,1,0,1
19585,1,1,1,1,1,1
19586,1,1,1,1,1,1
19587,1,1,1,1,1,1
19588,1,1,1,1,1,1
19589,1,1,1,1,1,1
19590,0,0,0,0,0,0
19591,0,0,0,0,0,0
19592,0,0,0,1,0,1
19593,0,0,0,0,0,0
19594,0,0,0,0,0,0
19595,1,1,1,1,1,1
19596,1,1,1,1,1,1
19597,1,0,1,1,0,0
19598,1,1,1,1,1,1
19599,1,1,1,1,1,1
19600,1,1,1,1,1,1
19601,1,1,1,1,1,1
19602,1,1,1,1,1,1
19603,1,1,1,1,1,1
19604,1,0,1,1,0,0
19605,0,0,0,0,0,0
19606,0,0,0,0,0,0
19607,0,0,0,0,0,0
19608,0,0,0,0,0,0
19609,1,1,1,1,1,1
19610,0,0,1,0,0,0
19611,0,0,0,0,0,0
19612,1,1,1,1,0,1
19613,0,0,0,0,0,0
19614,0,0,0,0,0,0
19615,0,0,0,0,0,0
19616,0,0,0,0,0,0
19617,0,0,0,0,0,0
19618,0,0,0,0,0,0
19619,0,0,0,0,0,0
19620,0,0,0,0,0,0
19621,0,0,0,0,0,0
19622,1,1,0,0,1,1
19623,0,0,0,0,0,0
19624,0,0,0,0,0,0
19625,0,0,0,0,0,0
19626,1,1,1,1,1,1
19627,0,0,0,0,0,0
19628,0,0,0,0,0,0
19629,0,0,0,0,0,0
19630,0,1,0,0,0,0
19631,0,1,0,0,0,0
19632,1,1,0,0,0,0
19633,0,0,0,0,0,0
19634,0,0,0,0,0,0
19635,0,0,0,0,0,0
19636,0,0,0,0,0,0
19637,0,0,0,0,0,0
19638,0,0,0,0,0,0
19639,1,1,1,1,1,1
19640,0,0,1,0,1,1
19641,0,0,0,0,0,0
19642,0,0,0,0,1,1
19643,0,0,0,0,0,0
19644,0,0,0,0,0,0
19645,0,0,1,1,1,0
19646,0,0,1,1,0,0
19647,0,0,1,1,0,0
19648,0,0,0,0,0,0
19649,0,0,1,0,1,0
19650,0,0,0,0,0,0
19651,0,0,0,0,0,0
19652,0,0,0,0,1,1
19653,0,0,0,0,0,0
19654,0,0,0,0,0,0
19655,0,0,0,0,0,0
19656,0,0,0,0,0,0
19657,0,0,0,0,0,0
19658,0,0,0,0,0,0
19659,1,1,1,1,1,1
19660,1,1,1,1,1,1
19661,1,1,1,1,0,1
19662,1,1,1,1,1,1
19663,0,1,1,0,1,1
19664,0,0,0,0,0,0
19665,1,1,1,1,1,1
19666,0,0,0,0,0,0
19667,0,0,0,0,0,0
19668,0,0,1,1,1,1
19669,1,1,1,1,1,1
19670,1,1,1,1,1,1
19671,1,1,1,1,1,1
19672,0,0,0,0,0,0
19673,0,0,0,0,0,0
19674,0,0,0,0,0,0
19675,1,1,0,1,0,0
19676,1,1,1,1,1,1
19677,0,0,0,0,0,0
19678,0,0,0,0,0,0
19679,1,1,1,1,1,1
19680,0,0,0,0,0,0
19681,0,1,1,0,0,0
19682,0,0,0,0,0,0
19683,0,0,1,0,0,0
19684,0,1,0,0,0,1
19685,1,1,1,1,0,0
19686,1,1,1,1,1,1
19687,0,0,0,0,0,0
19688,0,0,0,0,0,0
19689,1,0,0,0,0,0
19690,0,0,0,0,0,0
19691,0,0,0,0,0,0
19692,0,0,0,0,0,0
19693,1,1,1,1,1,1
19694,0,0,0,0,0,0
19695,1,1,1,1,1,1
19696,0,0,0,0,0,0
19697,0,0,0,0,0,0
19698,0,0,0,0,0,0
19699,1,1,1,1,1,1
19700,0,0,0,0,0,0
19701,0,0,0,1,0,0
19702,0,0,0,0,0,0
19703,0,0,0,0,0,0
19704,1,1,1,1,1,1
19705,0,1,1,1,1,1
19706,0,0,0,0,0,0
19707,0,0,0,0,0,0
19708,0,0,0,0,0,0
19709,0,0,0,0,0,0
19710,0,0,0,0,0,0
19711,0,0,1,1,0,1
19712,0,0,0,0,0,0
19713,0,0,0,0,0,0
19714,0,0,0,0,0,0
19715,0,0,0,0,0,0
19716,0,0,1,0,1,1
19717,0,0,0,0,0,0
19718,1,1,1,1,1,1
19719,1,1,1,1,0,0
19720,0,0,0,0,0,0
19721,0,0,0,0,0,0
19722,0,0,0,0,0,0
19723,0,0,0,0,0,0
19724,0,0,0,0,0,0
19725,0,0,0,1,0,0
19726,1,1,1,1,1,1
19727,0,0,1,0,0,0
19728,1,1,1,1,1,1
19729,0,0,0,0,0,0
19730,1,1,1,1,1,1
19731,0,0,0,0,0,0
19732,0,0,0,0,0,0
19733,0,0,0,0,0,0
19734,0,0,0,0,0,0
19735,0,0,0,0,0,0
19736,0,0,0,0,0,0
19737,1,1,1,1,1,1
19738,0,0,0,0,0,0
19739,0,0,0,0,0,0
19740,1,1,1,1,1,1
19741,1,1,1,1,1,1
19742,1,1,1,1,1,1
19743,1,1,1,1,1,1
19744,0,0,1,0,1,1
19745,0,0,0,0,0,0
19746,0,0,0,0,0,0
19747,1,1,1,1,1,1
19748,1,0,1,1,0,1
19749,0,0,0,0,0,0
19750,0,0,0,0,0,0
19751,0,0,0,0,0,0
19752,1,1,1,1,1,1
19753,0,0,0,0,0,0
19754,1,1,1,1,1,1
19755,1,1,1,1,1,1
19756,0,0,0,0,0,0
19757,0,0,0,0,0,0
19758,0,0,0,0,0,0
19759,1,1,1,1,1,1
19760,0,1,1,0,0,0
19761,1,1,1,1,1,1
19762,0,0,0,0,0,0
19763,0,0,0,1,0,0
19764,0,0,1,1,0,1
19765,0,0,0,0,0,0
19766,0,0,0,0,0,0
19767,1,1,1,1,1,1
19768,1,1,1,1,1,1
19769,0,0,0,0,0,0
19770,1,1,1,1,0,1
19771,0,0,1,0,0,0
19772,0,0,0,0,0,0
19773,0,0,1,1,1,0
19774,0,0,0,0,0,0
19775,0,1,0,0,0,0
19776,1,1,1,1,1,1
19777,1,1,1,1,1,1
19778,0,0,0,0,0,0
19779,0,0,0,0,0,0
19780,0,0,0,0,0,0
19781,0,0,0,0,0,0
19782,0,0,0,0,0,0
19783,0,0,0,0,0,0
19784,0,0,0,0,0,0
19785,0,0,0,0,0,0
19786,0,1,0,0,1,0
19787,0,0,0,1,0,0
19788,1,1,1,1,1,1
19789,0,0,0,0,0,0
19790,0,0,0,0,0,0
19791,0,0,0,0,0,1
19792,0,0,0,0,0,0
19793,0,0,0,0,0,0
19794,0,0,0,0,0,0
19795,0,0,0,0,0,0
19796,0,0,0,0,0,0
19797,1,1,1,1,1,1
19798,0,0,0,1,0,0
19799,0,1,1,1,0,0
19800,1,1,1,1,1,1
19801,0,0,0,0,0,0
19802,0,0,0,0,0,0
19803,1,1,1,1,1,1
19804,1,1,1,1,1,1
19805,1,1,1,1,1,1
19806,0,0,0,0,0,0
19807,0,0,0,0,0,0
19808,1,1,1,1,1,1
19809,0,0,0,0,0,0
19810,1,1,1,1,1,1
19811,1,1,1,1,1,1
19812,1,1,1,1,1,1
19813,0,0,0,0,0,0
19814,1,1,1,1,1,1
19815,0,0,0,0,0,0
19816,0,0,0,0,0,1
19817,1,1,1,1,1,1
19818,0,1,0,0,1,0
19819,1,1,1,1,1,1
19820,0,0,0,0,0,0
19821,1,1,1,1,1,1
19822,1,1,1,1,1,1
19823,1,1,0,0,1,1
19824,1,1,1,1,1,1
19825,0,0,0,0,0,0
19826,0,0,0,0,0,1
19827,0,0,0,0,0,0
19828,0,0,0,0,0,0
19829,1,1,1,1,1,1
19830,1,1,1,1,1,1
19831,0,0,0,0,0,0
19832,1,1,1,1,1,1
19833,1,1,1,1,1,1
19834,0,0,0,0,0,0
19835,0,0,0,0,0,0
19836,0,0,0,0,0,0
19837,0,0,0,0,0,0
19838,0,0,0,0,0,1
19839,0,0,0,0,0,0
19840,0,0,0,0,0,0
19841,0,0,0,0,0,0
19842,1,1,1,1,1,1
19843,1,1,1,1,1,1
19844,1,1,1,1,1,1
19845,0,0,0,0,0,0
19846,1,1,1,1,1,1
19847,1,1,1,1,1,1
19848,0,0,0,0,0,0
19849,1,1,1,1,1,1
19850,1,1,1,1,1,1
19851,1,1,1,1,1,1
19852,0,0,0,0,0,0
19853,1,1,1,1,1,1
19854,1,1,1,1,1,1
19855,0,0,0,0,0,0
19856,0,0,0,0,1,0
19857,0,0,0,1,0,0
19858,1,1,1,1,1,1
19859,1,1,1,1,1,1
19860,0,0,0,0,0,0
19861,1,1,1,1,1,1
19862,0,0,0,1,0,1
19863,0,0,0,0,0,0
19864,0,0,0,0,0,0
19865,0,0,0,0,1,1
19866,1,1,1,1,1,1
19867,0,1,0,0,1,1
19868,0,0,0,0,1,0
19869,1,1,1,1,1,1
19870,0,0,0,0,1,1
19871,0,0,0,0,0,0
19872,0,0,0,0,0,0
19873,0,0,0,0,0,0
19874,0,0,0,0,0,0
19875,1,1,1,1,1,1
19876,0,0,1,0,0,0
19877,0,0,0,0,0,0
19878,0,0,1,0,1,0
19879,0,0,0,0,0,0
19880,1,1,1,1,1,1
19881,0,0,0,0,1,0
19882,0,0,0,0,0,0
19883,0,0,0,0,0,0
19884,1,1,1,1,1,1
19885,0,0,0,0,0,0
19886,0,0,0,1,0,0
19887,0,0,0,0,0,0
